file	percent	reads	taxon_id	taxon_name
R22.K	0.014261	1	67296	Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces finlayi;
R22.K	0.014261	1	82654	Bacteria;Cyanobacteria;NA;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena sp. PCC 7367;
R22.K	0.014261	1	83816	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter ruminantium;
R22.K	0.014261	1	109790	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii;
R22.K	0.014261	1	111781	Bacteria;Cyanobacteria;NA;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;Leptolyngbya sp. PCC 7376;
R22.K	0.014261	1	133453	Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila;
R22.K	0.014261	1	178899	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella;Carboxydocella thermautotrophica;
R22.K	0.014261	1	195248	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. PCC 8807;
R22.K	0.014261	1	195253	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. PCC 6312;
R22.K	0.014261	1	208216	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;Parvularcula bermudensis;
R22.K	0.014261	1	222819	Bacteria;Cyanobacteria;NA;Oscillatoriales;NA;Koinonema;[Phormidium] sp. ETS-05;
R22.K	0.014261	1	281120	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Amoebophilus;Candidatus Amoebophilus asiaticus;
R22.K	0.014261	1	292566	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Dactylococcopsis;Dactylococcopsis salina;
R22.K	0.014261	1	301301	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia hominis;
R22.K	0.014261	1	321327	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. JA-3-3Ab;
R22.K	0.014261	1	321332	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. JA-2-3B'a(2-13);
R22.K	0.014261	1	404589	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. Fw109-5;
R22.K	0.014261	1	685565	Bacteria;Cyanobacteria;NA;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena sp. ABRG5-3;
R22.K	0.014261	1	747548	Bacteria;Cyanobacteria;NA;Nostocales;Aphanizomenonaceae;Cylindrospermopsis;Cylindrospermopsis curvispora;
R22.K	0.014261	1	870903	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus;Terriglobus saanensis;
R22.K	0.014261	1	885581	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfosporosinus;Desulfosporosinus acidiphilus;
R22.K	0.014261	1	995049	Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Solendovirus;Sweet potato vein clearing virus;
R22.K	0.014261	1	1054033	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter venerupis;
R22.K	0.014261	1	1155739	Bacteria;Cyanobacteria;NA;Oscillatoriales;Oscillatoriaceae;Moorena;Moorena producens;
R22.K	0.014261	1	1173026	Bacteria;Cyanobacteria;NA;Chroococcales;Chroococcaceae;Gloeocapsa;Gloeocapsa sp. PCC 7428;
R22.K	0.014261	1	1173263	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. PCC 7502;
R22.K	0.014261	1	1209493	Bacteria;Cyanobacteria;NA;Pseudanabaenales;Prochlorotrichaceae;Halomicronema;Halomicronema hongdechloris;
R22.K	0.014261	1	1213588	Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Rosadnavirus;Rose yellow vein virus;
R22.K	0.014261	1	1280380	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. KORDI-100;
R22.K	0.014261	1	1323375	Bacteria;Firmicutes;Clostridia;Halanaerobiales;NA;Anoxybacter;Anoxybacter fermentans;
R22.K	0.014261	1	1379270	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas phototrophica;
R22.K	0.014261	1	1416614	Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;Gloeobacter;Gloeobacter kilaueensis;
R22.K	0.014261	1	1444770	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;Xylella taiwanensis;
R22.K	0.014261	1	1492898	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter tropicus;
R22.K	0.014261	1	1544730	Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Kribbellaceae;Kribbella;Kribbella qitaiheensis;
R22.K	0.014261	1	1620421	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Hoeflea;Hoeflea sp. IMCC20628;
R22.K	0.014261	1	1635327	Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Zophobihabitans;Zophobihabitans entericus;
R22.K	0.014261	1	1695218	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. 32O-W;
R22.K	0.014261	1	1761012	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Candidatus Formimonas;Candidatus Formimonas warabiya;
R22.K	0.014261	1	1926498	Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;NA;Desmodus rotundus parvovirus;
R22.K	0.014261	1	2005460	Bacteria;Cyanobacteria;NA;Chroococcales;Chroococcaceae;Chondrocystis;Chondrocystis sp. NIES-4102;
R22.K	0.014261	1	2016068	Bacteria;Cyanobacteria;NA;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;Leptolyngbya sp. PKUAC-SCTE412;
R22.K	0.014261	1	2021234	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;Ahniella affigens;
R22.K	0.014261	1	2185087	Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Mitovirus;Chenopodium quinoa mitovirus 1;
R22.K	0.014261	1	2292255	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus suantsaii;
R22.K	0.014261	1	2494374	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola;Tabrizicola piscis;
R22.K	0.014261	1	2496028	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter radiodurans;
R22.K	0.014261	1	2511069	Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. RSCCF101;
R22.K	0.014261	1	2527978	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gimesia;Gimesia panareensis;
R22.K	0.014261	1	2593653	Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Kaustia;Kaustia mangrovi;
R22.K	0.014261	1	2609667	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas piezotolerans;
R22.K	0.014261	1	2740462	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter mali;
R22.K	0.014261	1	2755559	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces sp. MAS-1;
R22.K	0.014261	1	2758710	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Gordoniaceae;Gordonia;Gordonia jinghuaiqii;
R22.K	0.014261	1	2774190	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas goettingensis;
R22.K	0.014261	1	2843215	Bacteria;Actinobacteria;Thermoleophilia;Miltoncostaeales;Miltoncostaeaceae;Miltoncostaea;Miltoncostaea marina;
R22.K	0.014261	1	2857077	Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;Anthocerotibacter;Anthocerotibacter panamensis;
R22.K	1.140901	80	NA	cannot be assigned to a (non-viral) species
R22.K	96.334857	6755	NA	unclassified
R22.L	0.744077	6271	2120	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma neurolyticum;
R22.L	0.713702	6015	2107	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis pulmonis;
R22.L	0.389659	3284	754516	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. Mirounga ES2806-NAS;
R22.L	0.334247	2817	2118	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma mobile;
R22.L	0.324162	2732	45361	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma conjunctivae;
R22.L	0.263055	2217	2111	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma arthritidis;
R22.L	0.262818	2215	2124	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma salivarium;
R22.L	0.249291	2101	754517	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. Phocoena C-264-GEN;
R22.L	0.226866	1912	86660	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma dispar;
R22.L	0.225561	1901	45362	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma bovoculi;
R22.L	0.224849	1895	2121	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma orale;
R22.L	0.222238	1873	171284	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis cynos;
R22.L	0.208237	1755	50052	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma crocodyli;
R22.L	0.193643	1632	2109	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis synoviae;
R22.L	0.185100	1560	353851	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. Ms02;
R22.L	0.180354	1520	538220	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma struthionis;
R22.L	0.172997	1458	29553	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis bovirhinis;
R22.L	0.172878	1457	76629	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis gallopavonis;
R22.L	0.172522	1454	2104	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae;
R22.L	0.158759	1338	2099	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyopneumoniae;
R22.L	0.158047	1332	2100	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyorhinis;
R22.L	0.155674	1312	92401	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma cloacale;
R22.L	0.155318	1309	29561	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis meleagridis;
R22.L	0.147961	1247	142650	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis phocirhinis;
R22.L	0.144995	1222	33923	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis felis;
R22.L	0.139299	1174	48003	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis pullorum;
R22.L	0.134672	1135	2742195	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. OR1901;
R22.L	0.130163	1097	2094	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis arginini;
R22.L	0.128977	1087	171285	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis glycophila;
R22.L	0.126010	1062	2725994	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. 1654_15;
R22.L	0.125654	1059	53558	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis edwardii;
R22.L	0.120315	1014	547987	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma tauri;
R22.L	0.120196	1013	45363	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma alkalescens;
R22.L	0.117704	992	92400	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma anseris;
R22.L	0.117230	988	2098	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hominis;
R22.L	0.117111	987	171281	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis citelli;
R22.L	0.113552	957	28227	Bacteria;Tenericutes;NA;Mycoplasmoidales;Mycoplasmoidaceae;Malacoplasma;Mycoplasma penetrans;
R22.L	0.112009	944	29556	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis gallinacea;
R22.L	0.108331	913	114885	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis maculosa;
R22.L	0.107975	910	142649	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma phocicerebrale;
R22.L	0.107263	904	114880	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis columbinasalis;
R22.L	0.090889	766	2683967	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. NEAQ87857;
R22.L	0.088397	745	2128	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma flocculare;
R22.L	0.086973	733	2116	Bacteria;Tenericutes;NA;Mycoplasmoidales;Mycoplasmoidaceae;Malacoplasma;Mycoplasma iowae;
R22.L	0.081871	690	353852	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma nasistruthionis;
R22.L	0.078430	661	29559	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hyosynoviae;
R22.L	0.077718	655	1006576	Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;Defluviitoga tunisiensis;
R22.L	0.074159	625	38986	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Alteracholeplasma;Alteracholeplasma palmae;
R22.L	0.073921	623	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola;
R22.L	0.073209	617	1541959	Bacteria;Tenericutes;NA;NA;NA;Candidatus Izimaplasma;Candidatus Izimaplasma sp. HR1;
R22.L	0.072023	607	181663	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfosudaceae;Desulfosudis;Desulfosudis oleivorans;
R22.L	0.070006	590	2792084	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma endosymbiont of 'Nebria riversi';
R22.L	0.068226	575	754515	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. Mirounga ES2806-GEN;
R22.L	0.067039	565	519450	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma anserisalpingitidis;
R22.L	0.066446	560	2801918	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. E35C;
R22.L	0.060869	513	74700	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Entomoplasma;Entomoplasma freundtii;
R22.L	0.060632	511	2112	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis bovigenitalium;
R22.L	0.058259	491	210	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;
R22.L	0.057428	484	29554	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma canadense;
R22.L	0.057072	481	640330	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. Pen4;
R22.L	0.055649	469	216938	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma helicoides;
R22.L	0.054699	461	171282	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis columboralis;
R22.L	0.053631	452	171279	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis anatis;
R22.L	0.052326	441	51365	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma yeatsii;
R22.L	0.048292	407	1731	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptoclostridium;Peptoclostridium acidaminophilum;
R22.L	0.047343	399	1217908	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Octadecabacter;Octadecabacter antarcticus;
R22.L	0.046750	394	693075	Bacteria;Caldiserica;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum;Caldisericum exile;
R22.L	0.046512	392	2110	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis agalactiae;
R22.L	0.046275	390	2806552	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;Bulleidia sp. zg-1006;
R22.L	0.046156	389	1653831	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacterium;Blattabacterium cuenoti;
R22.L	0.043665	368	2137	Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma apis;
R22.L	0.043546	367	2502779	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Pseudocnuella;Pseudocnuella soli;
R22.L	0.042715	360	661488	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Pseudobacter;Pseudobacter ginsenosidimutans;
R22.L	0.042122	355	1847728	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus;Companilactobacillus allii;
R22.L	0.041529	350	29555	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis;Mycoplasmopsis canis;
R22.L	0.041529	350	1749074	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. (ex Biomphalaria glabrata);
R22.L	0.040342	340	1457365	Bacteria;Balneolaeota;NA;NA;NA;Candidatus Cyclonatronum;Candidatus Cyclonatronum proteinivorum;
